number_ of_syllables,number_of_pauses,rate_of_speech,articulation_rate,speaking_duration,original_duration,balance,f0_mean,f0_std,f0_median,f0_min,f0_max,f0_quantile25,f0_quan75,slug,streamUrl,type_id,type_name,socialTitle,recordedOn,language,presenterDisplayName,duration,canonicalUrl,viewedCount,tedcomPercentage,youtubePercentage,podcastsPercentage,tedappsPercentage,publishedAt,id,title
2906,309,3,4,667.2,851.2,0.8,154.93,41.38,148.1,71,420,127,173,peter_calthorpe_7_principles_for_building_better_cities,https://hls.ted.com/project_masters/4045/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,7 principles for building better cities,2017-04-24,en,Peter Calthorpe,851,https://www.ted.com/talks/peter_calthorpe_7_principles_for_building_better_cities,3858636,0.093,0.64,0.195,0.072,2017-08-17T14:53:23Z,2839,7 principles for building better cities
892,90,3,4,209.7,269.4,0.8,109.93,25.27,101.4,71,380,92,125,dan_finkel_can_you_solve_the_giant_cat_army_riddle,https://hls.ted.com/project_masters/4656/manifest.m3u8,3,TED-Ed Original,Can you solve the giant cat army riddle?,2018-06-11,en,Dan Finkel,269,https://www.ted.com/talks/dan_finkel_can_you_solve_the_giant_cat_army_riddle,3847915,0.051,0.945,0.0,0.004,2018-06-11T19:59:40Z,17849,Can you solve the giant cat army riddle?
3827,291,4,5,769.9,936.9,0.8,154.49,43.67,147.8,75,418,123,178,sal_khan_how_ai_could_save_not_destroy_education,https://hls.ted.com/project_masters/8474/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2023-04-17,en,Sal Khan,936,https://www.ted.com/talks/sal_khan_how_ai_could_save_not_destroy_education,3855703,0.126,0.517,0.288,0.069,2023-05-01T14:59:55Z,110653,How AI could save (not destroy) education
1218,23,5,5,247.9,269.8,0.9,109.64,34.37,98.3,76,391,89,118,anita_collins_how_playing_an_instrument_benefits_your_brain,https://hls.ted.com/project_masters/4587/manifest.m3u8,3,TED-Ed Original,How playing an instrument benefits your brain,2014-07-22,en,Anita Collins,269,https://www.ted.com/talks/anita_collins_how_playing_an_instrument_benefits_your_brain,16464980,0.063,0.842,0.088,0.007,2017-09-07T21:13:17Z,2749,How playing an instrument benefits your brain
11530,1120,4,5,2462.4,3185.4,0.8,113.18,38.46,101.1,71,420,91,120,elon_musk_elon_musk_talks_twitter_tesla_and_how_his_brain_works_live_at_ted2022,https://hls.ted.com/project_masters/7789/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022",2022-04-10,en,Elon Musk,3185,https://www.ted.com/talks/elon_musk_elon_musk_talks_twitter_tesla_and_how_his_brain_works_live_at_ted2022,16684908,0.01,0.85,0.131,0.009,2022-04-15T15:42:59Z,90833,"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022"
1017,63,3,4,270.4,317.7,0.9,116.79,33.06,106.8,72,399,94,131,rusha_modi_the_surprising_cause_of_stomach_ulcers,https://hls.ted.com/project_masters/9798/manifest.m3u8,3,TED-Ed Original,The surprising cause of stomach ulcers,2017-09-28,en,Rusha Modi,317,https://www.ted.com/talks/rusha_modi_the_surprising_cause_of_stomach_ulcers,3844884,0.0,1.0,0.0,0.0,2025-01-15T21:13:55Z,24525,The surprising cause of stomach ulcers
2856,325,4,5,573.4,793.2,0.7,206.25,50.85,198.1,71,418,169,236,olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school,https://hls.ted.com/project_masters/412/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),Creative ways to get kids to thrive in school,2019-01-24,en,Olympia Della Flora,793,https://www.ted.com/talks/olympia_della_flora_creative_ways_to_get_kids_to_thrive_in_school,3847834,0.106,0.024,0.774,0.096,2019-03-21T14:45:38Z,36415,Creative ways to get kids to thrive in school
1280,19,4,4,291.7,303.1,1.0,119.45,42.15,108.1,72,400,96,130,ted_ed_what_if_you_experienced_every_human_life_in_history,https://hls.ted.com/project_masters/8362/manifest.m3u8,3,TED-Ed Original,What if you experienced every human life in history?,2023-02-28,en, TED-Ed,303,https://www.ted.com/talks/ted_ed_what_if_you_experienced_every_human_life_in_history,3843099,0.029,0.963,0.0,0.008,2023-02-28T16:09:21Z,107459,What if you experienced every human life in history?
3605,391,3,5,800.4,1033.0,0.8,152.63,40.35,148.8,80,411,123,177,alexander_betts_why_brexit_happened_and_what_to_do_next,https://hls.ted.com/project_masters/2525/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why Brexit happened -- and what to do next,2016-06-29,en,Alexander Betts,1032,https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next,3839605,0.197,0.507,0.123,0.173,2016-07-06T15:26:08Z,2543,Why Brexit happened -- and what to do next
1083,34,4,4,275.2,294.2,0.9,121.91,37.98,110.1,71,401,98,131,roni_shanoada_how_does_heart_transplant_surgery_work,https://hls.ted.com/project_masters/7847/manifest.m3u8,3,TED-Ed Original,How does heart transplant surgery work?,2022-05-24,en,Roni Shanoada,294,https://www.ted.com/talks/roni_shanoada_how_does_heart_transplant_surgery_work,3823700,0.015,0.985,0.0,0.0,2022-05-24T15:02:38Z,92474,How does heart transplant surgery work?
2888,292,3,5,638.8,827.5,0.8,158.3,45.25,150.4,79,399,127,183,pico_iyer_where_is_home,https://hls.ted.com/project_masters/1639/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,家在何方？,2013-06-20,zh-cn,皮柯．耶尔 (Pico Iyer),827,https://www.ted.com/talks/pico_iyer_where_is_home,3826937,0.578,0.114,0.109,0.199,2013-07-17T14:59:15Z,1789,家在何方？
2583,326,3,4,588.3,847.9,0.7,218.49,49.27,212.6,70,422,183,247,jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it,https://hls.ted.com/project_masters/4447/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,How racial bias works -- and how to disrupt it,2020-06-18,en,Jennifer L. Eberhardt,847,https://www.ted.com/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it,3823065,0.089,0.047,0.734,0.13,2020-06-18T16:51:36Z,64511,How racial bias works -- and how to disrupt it
3028,384,3,4,689.7,1030.3,0.7,210.87,51.89,205.5,80,424,175,242,marilyn_waring_the_unpaid_work_that_gdp_ignores_and_why_it_really_counts,https://hls.ted.com/project_masters/2342/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The unpaid work that GDP ignores -- and why it really counts,2019-08-24,en,Marilyn Waring,1030,https://www.ted.com/talks/marilyn_waring_the_unpaid_work_that_gdp_ignores_and_why_it_really_counts,3822787,0.022,0.021,0.936,0.021,2020-01-23T21:01:15Z,56629,The unpaid work that GDP ignores -- and why it really counts
1739,212,3,5,357.5,542.3,0.7,164.55,37.26,159.3,75,400,138,184,shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,https://hls.ted.com/project_masters/4025/manifest.m3u8?intro_master_id=9294,4,TED Institute Talk,How to grow a forest in your backyard,2016-05-18,en,Shubhendu Sharma,542,https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard,3820611,0.143,0.602,0.134,0.121,2016-07-14T14:42:42Z,2546,How to grow a forest in your backyard
3303,309,3,5,697.4,961.9,0.7,227.92,49.73,220.7,74,423,195,254,anjali_kumar_my_failed_mission_to_find_god_and_what_i_found_instead,https://hls.ted.com/project_masters/3062/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,My failed mission to find God -- and what I found instead,2017-11-02,en,Anjali Kumar,961,https://www.ted.com/talks/anjali_kumar_my_failed_mission_to_find_god_and_what_i_found_instead,3819999,0.115,0.564,0.234,0.087,2018-01-31T15:55:01Z,9125,My failed mission to find God -- and what I found instead
976,26,4,4,251.1,266.0,0.9,111.16,31.16,101.8,73,396,92,122,jill_dash_why_should_you_read_lord_of_the_flies_by_william_golding,https://hls.ted.com/project_masters/5608/manifest.m3u8,3,TED-Ed Original,"Why should you read ""Lord of the Flies"" by William Golding?",2019-12-12,en,Jill Dash,265,https://www.ted.com/talks/jill_dash_why_should_you_read_lord_of_the_flies_by_william_golding,3811967,0.028,0.971,0.0,0.001,2019-12-12T20:18:16Z,54653,"Why should you read ""Lord of the Flies"" by William Golding?"
957,65,3,4,230.2,286.3,0.8,203.96,56.93,190.6,72,418,166,232,robyn_j_crook_how_do_animals_experience_pain,https://hls.ted.com/project_masters/4828/manifest.m3u8,3,TED-Ed Original,How do animals experience pain?,2017-01-17,en,Robyn J. Crook,286,https://www.ted.com/talks/robyn_j_crook_how_do_animals_experience_pain,3817007,0.015,0.983,0.0,0.002,2019-03-15T17:14:17Z,24432,How do animals experience pain?
1971,147,4,5,435.1,538.7,0.8,195.07,44.63,193.7,71,399,163,226,hans_rosling_the_magic_washing_machine,https://hls.ted.com/project_masters/1256/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The magic washing machine,2010-12-04,en,Hans Rosling,538,https://www.ted.com/talks/hans_rosling_the_magic_washing_machine,3808308,0.703,0.232,0.01,0.055,2011-03-21T13:33:00Z,1101,The magic washing machine
2136,289,4,5,391.0,599.5,0.7,185.74,49.65,179.5,70,415,150,214,matt_killingsworth_want_to_be_happier_stay_in_the_moment,https://hls.ted.com/project_masters/1669/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Want to be happier? Stay in the moment,2011-11-11,en,Matt Killingsworth,599,https://www.ted.com/talks/matt_killingsworth_want_to_be_happier_stay_in_the_moment,3801091,0.507,0.211,0.095,0.187,2012-11-05T16:09:56Z,1607,Want to be happier? Stay in the moment
1307,146,3,4,301.6,429.6,0.7,165.62,28.58,161.2,72,399,148,177,sue_jaye_johnson_what_we_don_t_teach_kids_about_sex,https://hls.ted.com/project_masters/3034/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What we don't teach kids about sex,2017-06-06,en,Sue Jaye Johnson,429,https://www.ted.com/talks/sue_jaye_johnson_what_we_don_t_teach_kids_about_sex,3785380,0.524,0.088,0.255,0.133,2018-01-04T20:55:06Z,6639,What we don't teach kids about sex
2844,269,4,5,612.4,777.7,0.8,180.17,54.39,169.5,71,421,140,209,amy_edmondson_how_to_turn_a_group_of_strangers_into_a_team,https://hls.ted.com/project_masters/3411/manifest.m3u8?intro_master_id=9294,7,TED Salon Talk (partner),How to turn a group of strangers into a team,2017-10-17,en,Amy Edmondson,777,https://www.ted.com/talks/amy_edmondson_how_to_turn_a_group_of_strangers_into_a_team,3786923,0.367,0.159,0.334,0.14,2018-05-24T14:55:54Z,13517,How to turn a group of strangers into a team
1040,73,4,4,237.5,281.2,0.8,190.53,64.83,176.3,64,424,143,226,emma_bryce_why_do_cats_have_vertical_pupils,https://hls.ted.com/project_masters/7471/manifest.m3u8,3,TED-Ed Original,,2022-01-13,en,Emma Bryce,281,https://www.ted.com/talks/emma_bryce_why_do_cats_have_vertical_pupils,3784120,0.02,0.98,0.0,0.0,2022-01-13T16:02:51Z,86062,Why do cats have vertical pupils?
1827,208,3,5,382.8,585.7,0.7,180.51,39.24,173.5,70,415,154,198,geena_rocero_why_i_must_come_out,https://hls.ted.com/project_masters/1813/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Why I must come out,2014-03-19,en,Geena Rocero,585,https://www.ted.com/talks/geena_rocero_why_i_must_come_out,3782778,0.402,0.284,0.153,0.161,2014-03-31T14:48:52Z,1961,Why I must come out
2313,192,3,4,542.3,672.2,0.8,207.27,45.76,200.7,70,410,177,234,hajer_sharief_how_to_use_family_dinner_to_teach_politics,https://hls.ted.com/project_masters/590/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,,2019-07-21,en,Hajer Sharief,672,https://www.ted.com/talks/hajer_sharief_how_to_use_family_dinner_to_teach_politics,3776568,0.061,0.027,0.823,0.089,2019-07-23T12:21:43Z,46575,How to use family dinner to teach politics
1086,24,4,4,246.2,260.0,0.9,115.8,39.63,103.8,71,396,93,126,claudia_aguirre_what_would_happen_if_you_didn_t_sleep,https://hls.ted.com/project_masters/4596/manifest.m3u8,3,TED-Ed Original,What would happen if you didn't sleep?,2015-11-12,en,Claudia Aguirre,259,https://www.ted.com/talks/claudia_aguirre_what_would_happen_if_you_didn_t_sleep,16406737,0.088,0.892,0.01,0.01,2017-09-07T20:47:50Z,2768,What would happen if you didn't sleep?
4026,438,4,5,821.5,1091.7,0.8,255.66,53.06,253.5,70,423,219,292,sarah_kay_if_i_should_have_a_daughter,https://hls.ted.com/project_masters/1039/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,If I should have a daughter ...,2011-03-03,en,Sarah Kay,1091,https://www.ted.com/talks/sarah_kay_if_i_should_have_a_daughter,16233783,0.364,0.477,0.115,0.044,2011-03-18T15:02:00Z,1100,If I should have a daughter ...
1949,186,3,4,467.6,667.2,0.7,162.71,38.82,156.5,71,409,137,183,frank_warren_half_a_million_secrets,https://hls.ted.com/project_masters/1397/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Half a million secrets,2012-02-29,en,Frank Warren,667,https://www.ted.com/talks/frank_warren_half_a_million_secrets,3774154,0.641,0.191,0.065,0.103,2012-04-09T15:08:11Z,1416,Half a million secrets
4642,192,4,5,941.5,1087.2,0.9,156.38,52.63,143.6,71,402,122,174,rory_sutherland_perspective_is_everything,https://hls.ted.com/project_masters/4518/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Perspective is everything,2011-12-03,en,Rory Sutherland,1087,https://www.ted.com/talks/rory_sutherland_perspective_is_everything,3774551,0.336,0.493,0.031,0.14,2012-05-04T15:07:48Z,1437,Perspective is everything
3338,187,4,5,688.1,798.3,0.9,228.61,55.47,221.9,73,422,187,263,suzana_herculano_houzel_what_is_so_special_about_the_human_brain,https://hls.ted.com/project_masters/981/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What is so special about the human brain?,2013-06-12,en,Suzana Herculano-Houzel,798,https://www.ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain,3770340,0.489,0.217,0.089,0.205,2013-11-26T15:59:51Z,1879,What is so special about the human brain?
3193,417,3,4,758.3,1043.3,0.7,116.23,44.26,104.3,70,421,94,120,stefan_sagmeister_the_power_of_time_off,https://hls.ted.com/project_masters/1267/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The power of time off,2009-07-23,en,Stefan Sagmeister,1043,https://www.ted.com/talks/stefan_sagmeister_the_power_of_time_off,3774084,0.736,0.156,0.023,0.085,2009-10-02T01:00:00Z,649,The power of time off
2683,237,4,5,567.6,711.8,0.8,240.79,55.95,235.3,71,423,203,275,carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break,https://hls.ted.com/project_masters/2605/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,How to get back to work after a career break,2015-11-14,en,Carol Fishman Cohen,711,https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break,3762880,0.12,0.065,0.706,0.109,2016-03-22T14:56:22Z,2469,How to get back to work after a career break
2819,242,3,4,773.2,958.0,0.8,142.34,43.59,132.9,72,422,114,159,al_gore_averting_the_climate_crisis,https://hls.ted.com/project_masters/2105/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Averting the climate crisis,2006-02-25,en,Al Gore,957,https://www.ted.com/talks/al_gore_averting_the_climate_crisis,3764295,0.61,0.099,0.012,0.279,2006-06-27T00:11:00Z,1,Averting the climate crisis
952,73,4,4,226.4,268.3,0.8,117.92,31.17,108.0,73,397,94,132,murry_gans_why_are_there_so_many_insects,https://hls.ted.com/project_masters/8896/manifest.m3u8,3,TED-Ed Original,Why are there so many insects?,2016-03-01,en,Murry Gans,268,https://www.ted.com/talks/murry_gans_why_are_there_so_many_insects,3757393,0.0,1.0,0.0,0.0,2024-09-10T23:30:55Z,24311,Why are there so many insects?
4989,324,4,4,1177.9,1352.3,0.9,198.52,36.65,193.4,65,400,179,215,amy_tan_where_does_creativity_hide,https://hls.ted.com/project_masters/1353/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Where does creativity hide?,2008-02-02,en,Amy Tan,1352,https://www.ted.com/talks/amy_tan_where_does_creativity_hide,3757925,0.667,0.167,0.015,0.151,2008-04-22T04:38:00Z,250,Where does creativity hide?
1934,283,3,5,427.6,696.7,0.6,133.14,39.78,123.8,75,411,108,147,isaac_lidsky_what_reality_are_you_creating_for_yourself,https://hls.ted.com/project_masters/2691/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What reality are you creating for yourself?,2016-06-26,en,Isaac Lidsky,696,https://www.ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself,3757111,0.394,0.179,0.221,0.206,2016-10-06T15:07:13Z,2594,What reality are you creating for yourself?
5043,401,4,5,1067.7,1280.0,0.8,164.89,45.89,161.9,71,417,140,184,gwynne_shotwell_spacex_s_plan_to_fly_you_across_the_globe_in_30_minutes,https://hls.ted.com/project_masters/7596/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,SpaceX's plan to fly you across the globe in 30 minutes,2018-04-10,en,Gwynne Shotwell,1279,https://www.ted.com/talks/gwynne_shotwell_spacex_s_plan_to_fly_you_across_the_globe_in_30_minutes,3755492,0.163,0.474,0.279,0.084,2018-04-23T14:54:13Z,14615,SpaceX's plan to fly you across the globe in 30 minutes
2903,305,3,5,632.7,846.3,0.7,208.02,41.66,202.9,71,415,180,230,jennifer_wilcox_a_new_way_to_remove_co2_from_the_atmosphere,https://hls.ted.com/project_masters/3217/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,A new way to remove CO2 from the atmosphere,2018-04-10,en,Jennifer Wilcox,846,https://www.ted.com/talks/jennifer_wilcox_a_new_way_to_remove_co2_from_the_atmosphere,3750085,0.059,0.141,0.718,0.082,2018-07-05T14:44:18Z,19756,A new way to remove CO2 from the atmosphere
2591,470,3,4,598.9,927.7,0.6,158.81,40.7,152.1,80,398,131,181,pico_iyer_the_art_of_stillness,https://hls.ted.com/project_masters/1640/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The art of stillness,2014-08-12,en,Pico Iyer,927,https://www.ted.com/talks/pico_iyer_the_art_of_stillness,3746166,0.492,0.127,0.134,0.247,2014-11-26T16:00:32Z,2025,The art of stillness
1163,135,3,4,258.7,382.6,0.7,153.33,38.55,149.5,79,418,128,172,mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention,https://hls.ted.com/project_masters/6195/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,What happens in your brain when you pay attention?,2017-04-24,en,Mehdi Ordikhani-Seyedlar,382,https://www.ted.com/talks/mehdi_ordikhani_seyedlar_what_happens_in_your_brain_when_you_pay_attention,3740261,0.343,0.112,0.247,0.298,2017-06-08T14:48:53Z,2798,What happens in your brain when you pay attention?
3296,205,3,4,842.9,979.9,0.9,119.2,36.76,109.5,70,404,95,131,jack_horner_building_a_dinosaur_from_a_chicken,https://hls.ted.com/project_masters/995/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Building a dinosaur from a chicken,2011-03-04,en,Jack Horner,979,https://www.ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken,3737088,0.228,0.713,0.009,0.05,2011-06-07T00:00:00Z,1163,Building a dinosaur from a chicken
1933,233,3,4,459.6,651.3,0.7,206.82,57.37,205.7,70,423,178,239,cleo_wade_want_to_change_the_world_start_by_being_brave_enough_to_care,https://hls.ted.com/project_masters/3059/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Want to change the world? Start by being brave enough to care,2017-11-01,en,Cleo Wade,651,https://www.ted.com/talks/cleo_wade_want_to_change_the_world_start_by_being_brave_enough_to_care,3731401,0.119,0.08,0.704,0.097,2018-01-19T15:52:00Z,8947,Want to change the world? Start by being brave enough to care
4541,377,4,5,866.1,1080.9,0.8,221.71,47.84,215.5,71,423,190,249,nancy_duarte_the_secret_structure_of_great_talks,https://hls.ted.com/project_masters/4571/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,The secret structure of great talks,2011-11-11,en,Nancy Duarte,1080,https://www.ted.com/talks/nancy_duarte_the_secret_structure_of_great_talks,3735274,0.689,0.242,0.0,0.069,2012-02-05T14:58:38Z,1347,The secret structure of great talks
876,75,4,5,184.5,242.0,0.8,197.79,54.81,184.8,71,424,161,222,peggy_andover_the_difference_between_classical_and_operant_conditioning,https://hls.ted.com/project_masters/4675/manifest.m3u8,3,TED-Ed Original,The difference between classical and operant conditioning,2013-03-07,en,Peggy Andover,241,https://www.ted.com/talks/peggy_andover_the_difference_between_classical_and_operant_conditioning,3726807,0.063,0.936,0.0,0.001,2019-01-31T17:43:09Z,23841,The difference between classical and operant conditioning
988,60,4,4,222.0,258.0,0.9,125.11,41.79,114.5,72,423,96,139,katherine_hampsten_how_miscommunication_happens_and_how_to_avoid_it,https://hls.ted.com/project_masters/5108/manifest.m3u8,3,TED-Ed Original,How miscommunication happens (and how to avoid it),2016-02-22,en,Katherine Hampsten,257,https://www.ted.com/talks/katherine_hampsten_how_miscommunication_happens_and_how_to_avoid_it,3726549,0.108,0.889,0.0,0.003,2019-12-18T20:57:32Z,24308,How miscommunication happens (and how to avoid it)
1089,24,4,4,268.6,280.9,1.0,116.06,37.71,104.5,75,399,92,130,david_ian_howe_a_brief_history_of_dogs,https://hls.ted.com/project_masters/4965/manifest.m3u8,3,TED-Ed Original,A brief history of dogs,2019-03-26,en,David Ian Howe,280,https://www.ted.com/talks/david_ian_howe_a_brief_history_of_dogs,3721247,0.041,0.953,0.0,0.006,2019-03-26T16:39:22Z,37122,A brief history of dogs
1104,56,4,4,279.4,314.2,0.9,158.12,43.19,151.1,75,398,130,179,iseult_gillespie_the_myth_of_hades_and_persephone,https://hls.ted.com/project_masters/7767/manifest.m3u8,3,TED-Ed Original,,2022-04-14,en,Iseult Gillespie,314,https://www.ted.com/talks/iseult_gillespie_the_myth_of_hades_and_persephone,3713146,0.013,0.987,0.0,0.0,2022-04-14T15:02:48Z,91066,The myth of Hades and Persephone
895,89,3,4,215.0,267.2,0.8,116.64,30.38,105.0,77,389,94,131,alex_gendler_can_you_solve_the_famously_difficult_green_eyed_logic_puzzle,https://hls.ted.com/project_masters/4778/manifest.m3u8,3,TED-Ed Original,Can you solve the famously difficult green-eyed logic puzzle?,2015-06-16,en,Alex Gendler,267,https://www.ted.com/talks/alex_gendler_can_you_solve_the_famously_difficult_green_eyed_logic_puzzle,16160896,0.004,0.995,0.0,0.001,2019-02-22T19:05:16Z,24220,Can you solve the famously difficult green-eyed logic puzzle?
1056,60,4,4,237.1,275.3,0.9,113.68,32.68,102.3,71,395,91,130,annie_bosler_and_don_greene_how_to_practice_effectively_for_just_about_anything,https://hls.ted.com/project_masters/4831/manifest.m3u8,3,TED-Ed Original,How to practice effectively...for just about anything,2017-02-27,en,Annie Bosler and Don Greene,275,https://www.ted.com/talks/annie_bosler_and_don_greene_how_to_practice_effectively_for_just_about_anything,16227504,0.021,0.892,0.081,0.006,2019-03-08T19:15:52Z,24447,How to practice effectively...for just about anything
1249,198,3,5,248.2,372.4,0.7,138.72,44.24,127.9,73,410,110,155,jim_fallon_exploring_the_mind_of_a_killer,https://hls.ted.com/project_masters/893/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Exploring the mind of a killer,2009-02-05,en,Jim Fallon,372,https://www.ted.com/talks/jim_fallon_exploring_the_mind_of_a_killer,3711575,0.614,0.243,0.0,0.143,2009-07-16T09:10:00Z,602,Exploring the mind of a killer
2547,292,3,5,529.1,757.9,0.7,201.22,35.55,199.3,80,407,178,223,colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare,https://hls.ted.com/project_masters/2247/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,Climate change will displace millions. Here's how we prepare,2019-12-04,en,Colette Pichon Battle,757,https://www.ted.com/talks/colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare,3707496,0.047,0.04,0.873,0.04,2020-01-10T15:47:43Z,56012,Climate change will displace millions. Here's how we prepare
1322,100,4,5,279.3,336.5,0.8,160.64,48.69,148.0,79,381,125,185,aaron_reedy_sex_determination_more_complicated_than_you_thought,https://hls.ted.com/project_masters/5062/manifest.m3u8,3,TED-Ed Original,Sex determination: More complicated than you thought,2012-04-24,en,Aaron Reedy,336,https://www.ted.com/talks/aaron_reedy_sex_determination_more_complicated_than_you_thought,3707085,0.011,0.988,0.0,0.001,2020-01-30T19:03:17Z,23723,Sex determination: More complicated than you thought
1270,18,3,4,352.8,382.1,0.9,159.33,75.25,142.9,67,421,102,194,shannon_odell_the_science_of_falling_in_love,https://hls.ted.com/project_masters/8238/manifest.m3u8,3,TED-Ed Original,The science of falling in love,2022-12-08,en,Shannon Odell,382,https://www.ted.com/talks/shannon_odell_the_science_of_falling_in_love,3707487,0.031,0.639,0.322,0.008,2022-12-08T16:07:50Z,100915,The science of falling in love
1179,17,4,4,269.1,278.5,1.0,157.44,51.39,149.0,65,399,121,187,angela_koine_flynn_the_science_of_skin_color,https://hls.ted.com/project_masters/4598/manifest.m3u8,3,TED-Ed Original,The science of skin color,2016-02-16,en,Angela Koine Flynn,278,https://www.ted.com/talks/angela_koine_flynn_the_science_of_skin_color,3696092,0.069,0.93,0.0,0.001,2017-09-07T19:19:03Z,2761,The science of skin color
3272,282,4,5,664.4,921.9,0.7,149.32,30.59,146.2,72,400,131,163,stanley_mcchrystal_listen_learn_then_lead,https://hls.ted.com/project_masters/1121/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,"스탠리 맥크리스탈 : 귀 기울이고, 배우고 .. 그 다음 이끌어라.",2011-03-04,ko,Stanley McChrystal,921,https://www.ted.com/talks/stanley_mcchrystal_listen_learn_then_lead,3700167,0.645,0.205,0.051,0.099,2011-04-05T14:43:00Z,1112,"스탠리 맥크리스탈 : 귀 기울이고, 배우고 .. 그 다음 이끌어라."
905,88,4,5,182.2,249.2,0.7,206.68,53.25,196.2,70,418,173,229,camille_langston_how_to_use_rhetoric_to_get_what_you_want,https://hls.ted.com/project_masters/5115/manifest.m3u8,3,TED-Ed Original,How to use rhetoric to get what you want,2016-09-20,en,Camille Langston,249,https://www.ted.com/talks/camille_langston_how_to_use_rhetoric_to_get_what_you_want,3693732,0.043,0.956,0.0,0.001,2020-01-16T20:36:02Z,24388,How to use rhetoric to get what you want
2149,312,3,4,545.1,834.5,0.7,129.58,31.94,124.9,78,400,112,140,imran_chaudhri_the_disappearing_computer_and_a_world_where_you_can_take_ai_everywhere,https://hls.ted.com/project_masters/8507/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The disappearing computer — and a world where you can take AI everywhere,2023-04-17,en,Imran Chaudhri,834,https://www.ted.com/talks/imran_chaudhri_the_disappearing_computer_and_a_world_where_you_can_take_ai_everywhere,3688627,0.106,0.567,0.295,0.032,2023-05-09T14:46:15Z,111150,The disappearing computer — and a world where you can take AI everywhere
4179,282,4,5,876.0,1082.7,0.8,184.53,49.51,179.8,62,425,154,209,rodney_mullen_pop_an_ollie_and_innovate,https://hls.ted.com/project_masters/1745/manifest.m3u8?intro_master_id=9294,2,TEDx Talk,Pop an ollie and innovate!,2012-05-04,en,Rodney Mullen,1082,https://www.ted.com/talks/rodney_mullen_pop_an_ollie_and_innovate,3687587,0.132,0.82,0.019,0.029,2012-06-16T14:02:54Z,1479,Pop an ollie and innovate!
3746,272,3,5,829.0,1116.5,0.7,121.92,29.53,114.5,72,399,104,132,juan_enriquez_the_next_species_of_human,https://hls.ted.com/project_masters/889/manifest.m3u8?intro_master_id=9294,1,TED Stage Talk,The next species of human,2009-02-04,en,Juan Enriquez,1116,https://www.ted.com/talks/juan_enriquez_the_next_species_of_human,3688299,0.652,0.298,0.01,0.04,2009-02-17T08:02:00Z,463,The next species of human
